St. Jude Medical. File Revision : 5.6.1
Export Data Element : DxL
Export from Study : study_dwsG703731_2022_04_05_07_31_52
Export from Segment : End of Study
Export User Comments : Add comments here
Export files Stored in Dir : /var/STJ/Clinical/systemStudy/study_dwsG703731_2022_04_05_07_31_52/export/2024_06_14_12_51_30/
Export Start Time (h:m:s.msec) : 09:32:01.906
Export Start Time (secs usecs) : 1649151121 906339
Export End Time (h:m:s.msec) : 07:31:58.285
Export End Time (secs usecs) : 1649143918 284810
Export Duration (h:m:s.msec) : -2:00:-4.378

Total number of data points (columns):, 7
 This is file 1 of 1 for map,MAP_A
 Points sorted in order of acceptance (first to last)
 *******************************************************************************
*     The lines following "Begin data" contain (one column per data point)
* the point number (order of collection); the labels of the roving/reference/
* Signal 1/Signal 2/Signal 3 traces; the Local Activation Time (LAT) detected
* on the reference trace (measured in samples from the beginning of the data
* interval); the end time of the traces (in sec); the end frame index (not used, always 0);
* the LAT detected on the reference trace (in sec);
* the LAT detected on the roving trace (in sec);
* the peak-to-peak and peak negative voltages of the roving trace (in mV);
* CFE mean and CFE standard deviation measures (in msec);
* the x/y/z coordinates of the roving electrode;
* the x/y/z coordinates of the roving electrode projected onto the map surface;
* the cycle length of the roving trace (in msec);
* a flag for whether it was displayed on the map;
* a flag for whether it was used to compute the map;
* the detection algorithm code and parameter for the roving trace;
* the detection algorithm code and parameter for the reference trace; and
* the low voltage ID (in mV).
* Following these lines are 6 lines of single entry field for wave data:
* the segment data length (in msec); the exported data length (in msec);
* the data sample rate (in Hz); and 3 CFE algorithm parameters of peak-to-peak
* sensitivity (in mV), CFE width (in msec) and CFE refractory(in msec).
* Following these lines are 5 blocks of wave data.
* The blocks each contain a blank line; trace labels for each data point;
* and the all points for the roving trace and points for
* the reference/Signal 1/Signal 2/Signal 3 traces (if present) respectively.
* Following these lines is a section labeled "FFT spectrum is available for FFT maps only"
* which contains (one column per data point) the labels of the CFE detection roving trace;
* the CFE detection count; and the CFE detection sample index;
*******************************************************************************
Begin data
pt number:,1,2,3,4,5,6,7
,-0.0270,-0.0300,-0.0270,-0.0330,0.0040,0.0180,-0.0300
,-0.0260,-0.0300,-0.0280,-0.0330,0.0050,0.0190,-0.0300
,-0.0250,-0.0300,-0.0300,-0.0340,0.0060,0.0190,-0.0300
,-0.0240,-0.0300,-0.0310,-0.0350,0.0070,0.0190,-0.0300
,-0.0230,-0.0300,-0.0320,-0.0350,0.0070,0.0190,-0.0300
,-0.0220,-0.0310,-0.0330,-0.0360,0.0080,0.0200,-0.0310
,-0.0210,-0.0310,-0.0340,-0.0360,0.0090,0.0200,-0.0310
,-0.0200,-0.0310,-0.0350,-0.0360,0.0100,0.0200,-0.0310
,-0.0190,-0.0320,-0.0350,-0.0360,0.0110,0.0200,-0.0320
,-0.0180,-0.0330,-0.0350,-0.0360,0.0110,0.0200,-0.0330
,-0.0170,-0.0330,-0.0350,-0.0360,0.0120,0.0200,-0.0330
,-0.0160,-0.0340,-0.0350,-0.0360,0.0130,0.0200,-0.0340
,-0.0150,-0.0350,-0.0350,-0.0350,0.0130,0.0200,-0.0350
,-0.0140,-0.0360,-0.0340,-0.0350,0.0130,0.0190,-0.0360
,-0.0130,-0.0370,-0.0330,-0.0340,0.0140,0.0190,-0.0370
,-0.0130,-0.0380,-0.0320,-0.0340,0.0140,0.0190,-0.0380
,-0.0120,-0.0390,-0.0310,-0.0330,0.0140,0.0180,-0.0390
,-0.0110,-0.0390,-0.0290,-0.0330,0.0140,0.0170,-0.0390
,-0.0110,-0.0400,-0.0280,-0.0320,0.0140,0.0170,-0.0400
,-0.0100,-0.0410,-0.0260,-0.0320,0.0130,0.0160,-0.0410
,-0.0100,-0.0410,-0.0240,-0.0320,0.0130,0.0150,-0.0410
,-0.0090,-0.0420,-0.0220,-0.0310,0.0120,0.0140,-0.0420
,-0.0090,-0.0420,-0.0200,-0.0310,0.0110,0.0140,-0.0420
,-0.0090,-0.0430,-0.0180,-0.0310,0.0110,0.0130,-0.0430
,-0.0080,-0.0430,-0.0160,-0.0310,0.0100,0.0120,-0.0430
,-0.0080,-0.0430,-0.0150,-0.0310,0.0090,0.0110,-0.0430
,-0.0080,-0.0430,-0.0130,-0.0310,0.0080,0.0100,-0.0430
,-0.0080,-0.0430,-0.0110,-0.0310,0.0070,0.0100,-0.0430
,-0.0080,-0.0430,-0.0100,-0.0320,0.0060,0.0090,-0.0430
,-0.0090,-0.0430,-0.0090,-0.0320,0.0040,0.0080,-0.0430
,-0.0090,-0.0420,-0.0080,-0.0330,0.0030,0.0080,-0.0420
,-0.0090,-0.0420,-0.0070,-0.0330,0.0020,0.0070,-0.0420
,-0.0090,-0.0420,-0.0070,-0.0340,0.0010,0.0070,-0.0420
,-0.0100,-0.0410,-0.0060,-0.0350,0.0010,0.0070,-0.0410
,-0.0100,-0.0410,-0.0060,-0.0350,0.0000,0.0070,-0.0410
,-0.0110,-0.0400,-0.0070,-0.0360,-0.0010,0.0070,-0.0400
,-0.0110,-0.0400,-0.0070,-0.0370,-0.0010,0.0070,-0.0400
,-0.0120,-0.0390,-0.0080,-0.0380,-0.0020,0.0070,-0.0390
,-0.0120,-0.0390,-0.0090,-0.0390,-0.0020,0.0080,-0.0390
,-0.0130,-0.0380,-0.0100,-0.0400,-0.0020,0.0080,-0.0380
,-0.0140,-0.0380,-0.0110,-0.0410,-0.0020,0.0090,-0.0380
,-0.0140,-0.0370,-0.0120,-0.0420,-0.0020,0.0100,-0.0370
,-0.0150,-0.0370,-0.0140,-0.0430,-0.0010,0.0100,-0.0370
,-0.0160,-0.0360,-0.0150,-0.0430,-0.0010,0.0110,-0.0360
,-0.0160,-0.0360,-0.0170,-0.0440,0.0000,0.0120,-0.0360
,-0.0170,-0.0350,-0.0180,-0.0450,0.0010,0.0130,-0.0350
,-0.0180,-0.0350,-0.0190,-0.0450,0.0020,0.0140,-0.0350
,-0.0180,-0.0350,-0.0200,-0.0460,0.0030,0.0150,-0.0350
,-0.0190,-0.0350,-0.0210,-0.0460,0.0040,0.0160,-0.0350
,-0.0190,-0.0340,-0.0220,-0.0470,0.0050,0.0170,-0.0340
,-0.0200,-0.0340,-0.0230,-0.0470,0.0060,0.0180,-0.0340
,-0.0200,-0.0340,-0.0240,-0.0470,0.0070,0.0190,-0.0340
,-0.0210,-0.0340,-0.0240,-0.0470,0.0070,0.0200,-0.0340
,-0.0210,-0.0330,-0.0240,-0.0470,0.0080,0.0210,-0.0330
,-0.0210,-0.0330,-0.0240,-0.0470,0.0090,0.0220,-0.0330
,-0.0210,-0.0330,-0.0240,-0.0470,0.0100,0.0220,-0.0330
,-0.0210,-0.0330,-0.0230,-0.0460,0.0100,0.0220,-0.0330
,-0.0210,-0.0320,-0.0220,-0.0460,0.0110,0.0230,-0.0320
,-0.0210,-0.0320,-0.0220,-0.0460,0.0110,0.0230,-0.0320
,-0.0200,-0.0320,-0.0200,-0.0450,0.0120,0.0220,-0.0320
,-0.0200,-0.0310,-0.0190,-0.0450,0.0120,0.0220,-0.0310
,-0.0190,-0.0310,-0.0180,-0.0440,0.0120,0.0220,-0.0310
,-0.0190,-0.0310,-0.0160,-0.0440,0.0110,0.0210,-0.0310
,-0.0180,-0.0310,-0.0150,-0.0430,0.0110,0.0200,-0.0310
,-0.0170,-0.0310,-0.0130,-0.0430,0.0110,0.0190,-0.0310
,-0.0160,-0.0300,-0.0110,-0.0420,0.0100,0.0180,-0.0300
,-0.0150,-0.0300,-0.0100,-0.0420,0.0100,0.0170,-0.0300
,-0.0130,-0.0300,-0.0080,-0.0410,0.0090,0.0160,-0.0300
,-0.0120,-0.0310,-0.0070,-0.0410,0.0090,0.0140,-0.0310
,-0.0100,-0.0310,-0.0060,-0.0400,0.0080,0.0130,-0.0310
,-0.0090,-0.0310,-0.0050,-0.0400,0.0070,0.0110,-0.0310
,-0.0070,-0.0320,-0.0040,-0.0400,0.0060,0.0090,-0.0320
,-0.0050,-0.0320,-0.0030,-0.0390,0.0050,0.0080,-0.0320
,-0.0030,-0.0330,-0.0030,-0.0390,0.0050,0.0060,-0.0330
,-0.0010,-0.0340,-0.0030,-0.0390,0.0040,0.0040,-0.0340
,0.0000,-0.0350,-0.0030,-0.0380,0.0030,0.0020,-0.0350
,0.0020,-0.0360,-0.0040,-0.0380,0.0020,0.0010,-0.0360
,0.0040,-0.0370,-0.0050,-0.0370,0.0020,-0.0010,-0.0370
,0.0060,-0.0380,-0.0060,-0.0370,0.0010,-0.0030,-0.0380
,0.0070,-0.0390,-0.0080,-0.0360,0.0000,-0.0040,-0.0390
,0.0090,-0.0400,-0.0100,-0.0350,0.0000,-0.0060,-0.0400
,0.0100,-0.0410,-0.0130,-0.0350,-0.0010,-0.0070,-0.0410
,0.0110,-0.0420,-0.0160,-0.0340,-0.0010,-0.0090,-0.0420
,0.0120,-0.0430,-0.0190,-0.0330,-0.0020,-0.0100,-0.0430
,0.0130,-0.0440,-0.0220,-0.0320,-0.0020,-0.0110,-0.0440
,0.0140,-0.0450,-0.0250,-0.0300,-0.0030,-0.0120,-0.0450
,0.0140,-0.0460,-0.0290,-0.0290,-0.0030,-0.0120,-0.0460
,0.0140,-0.0460,-0.0320,-0.0280,-0.0030,-0.0130,-0.0460
,0.0140,-0.0470,-0.0360,-0.0260,-0.0030,-0.0130,-0.0470
,0.0140,-0.0470,-0.0400,-0.0240,-0.0030,-0.0140,-0.0470
,0.0130,-0.0470,-0.0440,-0.0230,-0.0030,-0.0140,-0.0470
,0.0120,-0.0470,-0.0470,-0.0210,-0.0030,-0.0140,-0.0470
,0.0110,-0.0470,-0.0510,-0.0190,-0.0030,-0.0130,-0.0470
,0.0100,-0.0470,-0.0540,-0.0170,-0.0030,-0.0130,-0.0470
,0.0090,-0.0460,-0.0570,-0.0140,-0.0030,-0.0120,-0.0460
,0.0070,-0.0450,-0.0600,-0.0120,-0.0020,-0.0110,-0.0450
,0.0060,-0.0440,-0.0620,-0.0100,-0.0020,-0.0110,-0.0440
,0.0040,-0.0430,-0.0640,-0.0080,-0.0020,-0.0100,-0.0430
,0.0020,-0.0420,-0.0660,-0.0050,-0.0010,-0.0090,-0.0420
,0.0000,-0.0400,-0.0680,-0.0030,-0.0010,-0.0070,-0.0400
,-0.0020,-0.0390,-0.0690,-0.0010,-0.0010,-0.0060,-0.0390
,-0.0040,-0.0370,-0.0700,0.0020,0.0000,-0.0050,-0.0370
,-0.0060,-0.0360,-0.0700,0.0040,0.0000,-0.0040,-0.0360
,-0.0080,-0.0340,-0.0700,0.0070,0.0000,-0.0030,-0.0340
,-0.0090,-0.0320,-0.0700,0.0090,0.0010,-0.0020,-0.0320
,-0.0110,-0.0300,-0.0690,0.0120,0.0010,-0.0010,-0.0300
,-0.0130,-0.0280,-0.0680,0.0140,0.0010,0.0000,-0.0280
,-0.0140,-0.0270,-0.0670,0.0170,0.0010,0.0010,-0.0270
,-0.0150,-0.0250,-0.0650,0.0190,0.0010,0.0020,-0.0250
,-0.0170,-0.0230,-0.0640,0.0220,0.0010,0.0020,-0.0230
,-0.0180,-0.0220,-0.0620,0.0240,0.0000,0.0030,-0.0220
,-0.0180,-0.0200,-0.0600,0.0270,0.0000,0.0030,-0.0200
,-0.0190,-0.0190,-0.0580,0.0290,-0.0010,0.0030,-0.0190
,-0.0190,-0.0180,-0.0550,0.0320,-0.0010,0.0030,-0.0180
,-0.0200,-0.0170,-0.0530,0.0350,-0.0020,0.0030,-0.0170
,-0.0200,-0.0160,-0.0510,0.0370,-0.0030,0.0020,-0.0160
,-0.0200,-0.0160,-0.0480,0.0400,-0.0040,0.0020,-0.0160
,-0.0200,-0.0150,-0.0460,0.0430,-0.0050,0.0010,-0.0150
,-0.0190,-0.0150,-0.0430,0.0460,-0.0050,0.0010,-0.0150
,-0.0190,-0.0140,-0.0410,0.0490,-0.0060,0.0000,-0.0140
,-0.0180,-0.0140,-0.0390,0.0520,-0.0070,-0.0010,-0.0140
,-0.0180,-0.0140,-0.0370,0.0550,-0.0080,-0.0010,-0.0140
,-0.0170,-0.0140,-0.0350,0.0580,-0.0090,-0.0020,-0.0140
,-0.0160,-0.0140,-0.0330,0.0610,-0.0100,-0.0030,-0.0140
,-0.0150,-0.0150,-0.0310,0.0640,-0.0110,-0.0030,-0.0150
,-0.0140,-0.0150,-0.0290,0.0670,-0.0110,-0.0040,-0.0150
,-0.0130,-0.0150,-0.0280,0.0700,-0.0120,-0.0040,-0.0150
,-0.0120,-0.0160,-0.0270,0.0740,-0.0120,-0.0040,-0.0160
,-0.0110,-0.0160,-0.0260,0.0770,-0.0120,-0.0050,-0.0160
,-0.0100,-0.0160,-0.0250,0.0800,-0.0120,-0.0050,-0.0160
,-0.0090,-0.0170,-0.0240,0.0840,-0.0120,-0.0050,-0.0170
,-0.0080,-0.0170,-0.0240,0.0870,-0.0120,-0.0040,-0.0170
,-0.0070,-0.0180,-0.0240,0.0910,-0.0120,-0.0040,-0.0180
,-0.0060,-0.0180,-0.0240,0.0940,-0.0110,-0.0040,-0.0180
,-0.0050,-0.0190,-0.0240,0.0980,-0.0100,-0.0030,-0.0190
,-0.0040,-0.0190,-0.0250,0.1010,-0.0100,-0.0020,-0.0190
,-0.0030,-0.0200,-0.0250,0.1050,-0.0090,-0.0020,-0.0200
,-0.0020,-0.0200,-0.0260,0.1090,-0.0080,-0.0010,-0.0200
,-0.0010,-0.0200,-0.0270,0.1120,-0.0070,0.0000,-0.0200
,0.0000,-0.0210,-0.0280,0.1160,-0.0060,0.0010,-0.0210
,0.0010,-0.0210,-0.0290,0.1190,-0.0040,0.0020,-0.0210
,0.0010,-0.0220,-0.0310,0.1230,-0.0030,0.0020,-0.0220
,0.0020,-0.0220,-0.0320,0.1260,-0.0020,0.0030,-0.0220
,0.0020,-0.0220,-0.0340,0.1300,-0.0010,0.0040,-0.0220
,0.0020,-0.0230,-0.0360,0.1330,0.0000,0.0040,-0.0230
,0.0020,-0.0230,-0.0370,0.1370,0.0010,0.0050,-0.0230
,0.0020,-0.0240,-0.0390,0.1400,0.0020,0.0050,-0.0240
,0.0020,-0.0240,-0.0410,0.1430,0.0030,0.0050,-0.0240
,0.0020,-0.0240,-0.0430,0.1470,0.0040,0.0050,-0.0240
,0.0010,-0.0240,-0.0450,0.1500,0.0040,0.0050,-0.0240
,0.0010,-0.0250,-0.0470,0.1530,0.0050,0.0050,-0.0250
,0.0000,-0.0250,-0.0490,0.1560,0.0050,0.0050,-0.0250
,-0.0010,-0.0250,-0.0510,0.1590,0.0050,0.0050,-0.0250
,-0.0020,-0.0260,-0.0530,0.1620,0.0050,0.0040,-0.0260
,-0.0030,-0.0260,-0.0550,0.1640,0.0050,0.0030,-0.0260
,-0.0040,-0.0260,-0.0570,0.1670,0.0040,0.0030,-0.0260
,-0.0050,-0.0260,-0.0590,0.1700,0.0040,0.0020,-0.0260
,-0.0060,-0.0270,-0.0600,0.1730,0.0030,0.0010,-0.0270
,-0.0070,-0.0270,-0.0610,0.1750,0.0020,0.0000,-0.0270
,-0.0080,-0.0270,-0.0620,0.1780,0.0010,-0.0010,-0.0270
,-0.0100,-0.0270,-0.0630,0.1800,0.0000,-0.0010,-0.0270
,-0.0110,-0.0270,-0.0640,0.1830,-0.0010,-0.0020,-0.0270
,-0.0120,-0.0280,-0.0640,0.1860,-0.0020,-0.0030,-0.0280
,-0.0130,-0.0280,-0.0640,0.1880,-0.0030,-0.0040,-0.0280
,-0.0140,-0.0280,-0.0630,0.1900,-0.0050,-0.0050,-0.0280
,-0.0150,-0.0270,-0.0630,0.1930,-0.0060,-0.0050,-0.0270
,-0.0150,-0.0270,-0.0620,0.1950,-0.0070,-0.0060,-0.0270
,-0.0160,-0.0270,-0.0610,0.1980,-0.0090,-0.0060,-0.0270
,-0.0160,-0.0270,-0.0590,0.2000,-0.0100,-0.0070,-0.0270
,-0.0170,-0.0260,-0.0580,0.2020,-0.0120,-0.0070,-0.0260
,-0.0170,-0.0250,-0.0560,0.2040,-0.0130,-0.0070,-0.0250
,-0.0170,-0.0250,-0.0540,0.2070,-0.0140,-0.0080,-0.0250
,-0.0170,-0.0240,-0.0520,0.2090,-0.0160,-0.0080,-0.0240
,-0.0170,-0.0230,-0.0490,0.2110,-0.0170,-0.0080,-0.0230
,-0.0170,-0.0220,-0.0470,0.2130,-0.0180,-0.0080,-0.0220
,-0.0160,-0.0200,-0.0440,0.2140,-0.0190,-0.0070,-0.0200
,-0.0160,-0.0190,-0.0420,0.2160,-0.0200,-0.0070,-0.0190
,-0.0150,-0.0180,-0.0400,0.2180,-0.0210,-0.0070,-0.0180
,-0.0150,-0.0160,-0.0370,0.2190,-0.0220,-0.0070,-0.0160
,-0.0140,-0.0140,-0.0350,0.2210,-0.0230,-0.0070,-0.0140
,-0.0140,-0.0130,-0.0330,0.2220,-0.0240,-0.0070,-0.0130
,-0.0130,-0.0110,-0.0320,0.2230,-0.0240,-0.0070,-0.0110
,-0.0120,-0.0090,-0.0300,0.2240,-0.0250,-0.0070,-0.0090
,-0.0120,-0.0070,-0.0290,0.2250,-0.0250,-0.0070,-0.0070
,-0.0110,-0.0050,-0.0290,0.2260,-0.0250,-0.0070,-0.0050
,-0.0110,-0.0040,-0.0280,0.2260,-0.0250,-0.0070,-0.0040
,-0.0110,-0.0020,-0.0280,0.2270,-0.0250,-0.0070,-0.0020
,-0.0100,0.0000,-0.0280,0.2270,-0.0240,-0.0070,0.0000
,-0.0100,0.0010,-0.0290,0.2280,-0.0240,-0.0070,0.0010
,-0.0100,0.0020,-0.0300,0.2280,-0.0230,-0.0070,0.0020
,-0.0100,0.0030,-0.0310,0.2290,-0.0220,-0.0080,0.0030
,-0.0100,0.0040,-0.0320,0.2290,-0.0210,-0.0080,0.0040
,-0.0100,0.0050,-0.0340,0.2290,-0.0200,-0.0090,0.0050
,-0.0110,0.0050,-0.0350,0.2300,-0.0190,-0.0090,0.0050
,-0.0110,0.0060,-0.0370,0.2300,-0.0180,-0.0090,0.0060
,-0.0120,0.0060,-0.0390,0.2300,-0.0160,-0.0100,0.0060
,-0.0120,0.0050,-0.0410,0.2310,-0.0150,-0.0110,0.0050
,-0.0130,0.0050,-0.0440,0.2310,-0.0140,-0.0110,0.0050
,-0.0140,0.0040,-0.0460,0.2320,-0.0120,-0.0120,0.0040
,-0.0140,0.0030,-0.0480,0.2330,-0.0110,-0.0130,0.0030
,-0.0150,0.0010,-0.0500,0.2330,-0.0100,-0.0130,0.0010
,-0.0160,0.0000,-0.0520,0.2340,-0.0090,-0.0140,0.0000
,-0.0170,-0.0020,-0.0540,0.2350,-0.0080,-0.0150,-0.0020
,-0.0170,-0.0040,-0.0560,0.2360,-0.0070,-0.0160,-0.0040
,-0.0180,-0.0060,-0.0570,0.2380,-0.0060,-0.0170,-0.0060
,-0.0180,-0.0090,-0.0590,0.2390,-0.0060,-0.0180,-0.0090
,-0.0190,-0.0110,-0.0600,0.2400,-0.0050,-0.0190,-0.0110
,-0.0190,-0.0130,-0.0610,0.2420,-0.0050,-0.0200,-0.0130
,-0.0200,-0.0160,-0.0620,0.2430,-0.0050,-0.0210,-0.0160
,-0.0200,-0.0180,-0.0620,0.2450,-0.0050,-0.0220,-0.0180
,-0.0200,-0.0210,-0.0630,0.2460,-0.0060,-0.0230,-0.0210
,-0.0200,-0.0230,-0.0630,0.2480,-0.0060,-0.0240,-0.0230
,-0.0200,-0.0250,-0.0630,0.2490,-0.0070,-0.0250,-0.0250
,-0.0200,-0.0270,-0.0630,0.2510,-0.0080,-0.0260,-0.0270
,-0.0200,-0.0290,-0.0620,0.2530,-0.0080,-0.0270,-0.0290
,-0.0190,-0.0310,-0.0620,0.2540,-0.0100,-0.0270,-0.0310
,-0.0190,-0.0320,-0.0610,0.2560,-0.0110,-0.0280,-0.0320
,-0.0190,-0.0330,-0.0600,0.2570,-0.0120,-0.0280,-0.0330
,-0.0190,-0.0340,-0.0590,0.2580,-0.0130,-0.0280,-0.0340
,-0.0190,-0.0340,-0.0580,0.2590,-0.0150,-0.0280,-0.0340
,-0.0190,-0.0350,-0.0570,0.2610,-0.0160,-0.0280,-0.0350
,-0.0190,-0.0350,-0.0550,0.2610,-0.0170,-0.0280,-0.0350
,-0.0190,-0.0350,-0.0540,0.2620,-0.0190,-0.0270,-0.0350
,-0.0190,-0.0350,-0.0520,0.2630,-0.0200,-0.0260,-0.0350
,-0.0190,-0.0340,-0.0510,0.2630,-0.0210,-0.0250,-0.0340
,-0.0200,-0.0330,-0.0490,0.2640,-0.0230,-0.0230,-0.0330
,-0.0200,-0.0330,-0.0480,0.2640,-0.0240,-0.0210,-0.0330
,-0.0210,-0.0320,-0.0460,0.2640,-0.0250,-0.0190,-0.0320
,-0.0220,-0.0310,-0.0450,0.2630,-0.0260,-0.0170,-0.0310
,-0.0230,-0.0290,-0.0430,0.2630,-0.0270,-0.0150,-0.0290
,-0.0240,-0.0280,-0.0420,0.2630,-0.0280,-0.0120,-0.0280
,-0.0250,-0.0270,-0.0410,0.2620,-0.0290,-0.0090,-0.0270
,-0.0260,-0.0250,-0.0400,0.2610,-0.0290,-0.0070,-0.0250
,-0.0270,-0.0240,-0.0390,0.2600,-0.0300,-0.0040,-0.0240
,-0.0280,-0.0230,-0.0380,0.2590,-0.0300,-0.0010,-0.0230
,-0.0300,-0.0210,-0.0370,0.2580,-0.0310,0.0020,-0.0210
,-0.0310,-0.0200,-0.0370,0.2570,-0.0310,0.0040,-0.0200
,-0.0320,-0.0190,-0.0370,0.2560,-0.0310,0.0070,-0.0190
,-0.0340,-0.0170,-0.0360,0.2550,-0.0310,0.0090,-0.0170
,-0.0350,-0.0160,-0.0360,0.2540,-0.0310,0.0110,-0.0160
,-0.0360,-0.0150,-0.0370,0.2520,-0.0300,0.0130,-0.0150
,-0.0370,-0.0130,-0.0370,0.2510,-0.0300,0.0140,-0.0130
,-0.0380,-0.0120,-0.0370,0.2500,-0.0290,0.0150,-0.0120
,-0.0390,-0.0110,-0.0380,0.2490,-0.0290,0.0160,-0.0110
,-0.0400,-0.0100,-0.0380,0.2480,-0.0280,0.0170,-0.0100
,-0.0400,-0.0090,-0.0390,0.2470,-0.0270,0.0170,-0.0090
,-0.0410,-0.0080,-0.0390,0.2460,-0.0260,0.0170,-0.0080
,-0.0410,-0.0070,-0.0400,0.2460,-0.0250,0.0160,-0.0070
,-0.0410,-0.0060,-0.0410,0.2450,-0.0240,0.0150,-0.0060
,-0.0410,-0.0050,-0.0410,0.2440,-0.0230,0.0140,-0.0050
,-0.0410,-0.0040,-0.0420,0.2440,-0.0220,0.0130,-0.0040
,-0.0400,-0.0030,-0.0430,0.2430,-0.0210,0.0110,-0.0030
,-0.0400,-0.0020,-0.0440,0.2430,-0.0190,0.0100,-0.0020
,-0.0390,-0.0020,-0.0440,0.2430,-0.0180,0.0080,-0.0020
,-0.0380,-0.0010,-0.0450,0.2420,-0.0180,0.0060,-0.0010
,-0.0370,0.0000,-0.0460,0.2420,-0.0170,0.0040,0.0000
,-0.0360,0.0000,-0.0470,0.2420,-0.0160,0.0020,0.0000
,-0.0350,0.0010,-0.0470,0.2420,-0.0150,0.0010,0.0010
,-0.0330,0.0010,-0.0480,0.2420,-0.0150,-0.0010,0.0010
,-0.0320,0.0020,-0.0490,0.2420,-0.0140,-0.0020,0.0020
,-0.0310,0.0020,-0.0490,0.2410,-0.0140,-0.0040,0.0020
,-0.0290,0.0020,-0.0500,0.2410,-0.0140,-0.0050,0.0020
,-0.0280,0.0030,-0.0510,0.2410,-0.0140,-0.0050,0.0030
,-0.0260,0.0030,-0.0520,0.2400,-0.0140,-0.0060,0.0030
,-0.0250,0.0030,-0.0520,0.2400,-0.0150,-0.0060,0.0030
,-0.0230,0.0030,-0.0530,0.2390,-0.0150,-0.0060,0.0030
,-0.0220,0.0030,-0.0540,0.2390,-0.0160,-0.0060,0.0030
,-0.0210,0.0020,-0.0550,0.2380,-0.0170,-0.0060,0.0020
,-0.0200,0.0020,-0.0560,0.2370,-0.0180,-0.0050,0.0020
,-0.0180,0.0020,-0.0570,0.2360,-0.0190,-0.0040,0.0020
,-0.0170,0.0020,-0.0580,0.2350,-0.0200,-0.0030,0.0020
,-0.0160,0.0010,-0.0590,0.2340,-0.0210,-0.0020,0.0010
,-0.0150,0.0010,-0.0600,0.2330,-0.0220,0.0000,0.0010
,-0.0140,0.0000,-0.0610,0.2320,-0.0240,0.0010,0.0000
,-0.0140,0.0000,-0.0620,0.2300,-0.0250,0.0020,0.0000
,-0.0130,-0.0010,-0.0630,0.2290,-0.0260,0.0040,-0.0010
,-0.0130,-0.0010,-0.0640,0.2280,-0.0270,0.0050,-0.0010
,-0.0120,-0.0010,-0.0640,0.2260,-0.0280,0.0060,-0.0010
,-0.0120,-0.0020,-0.0650,0.2250,-0.0290,0.0080,-0.0020
,-0.0120,-0.0020,-0.0650,0.2230,-0.0300,0.0090,-0.0020
,-0.0120,-0.0020,-0.0650,0.2220,-0.0310,0.0100,-0.0020
,-0.0120,-0.0030,-0.0650,0.2200,-0.0320,0.0110,-0.0030
,-0.0120,-0.0030,-0.0650,0.2190,-0.0320,0.0110,-0.0030
,-0.0120,-0.0030,-0.0650,0.2170,-0.0330,0.0120,-0.0030
,-0.0120,-0.0030,-0.0640,0.2160,-0.0330,0.0120,-0.0030
,-0.0130,-0.0030,-0.0630,0.2140,-0.0340,0.0120,-0.0030
,-0.0130,-0.0030,-0.0620,0.2130,-0.0340,0.0120,-0.0030
,-0.0140,-0.0030,-0.0610,0.2120,-0.0340,0.0110,-0.0030
,-0.0150,-0.0020,-0.0590,0.2110,-0.0340,0.0110,-0.0020
,-0.0160,-0.0020,-0.0580,0.2100,-0.0340,0.0100,-0.0020
,-0.0170,-0.0020,-0.0560,0.2090,-0.0340,0.0090,-0.0020
,-0.0180,-0.0020,-0.0540,0.2080,-0.0330,0.0080,-0.0020
,-0.0190,-0.0020,-0.0520,0.2070,-0.0330,0.0060,-0.0020
,-0.0200,-0.0020,-0.0500,0.2070,-0.0330,0.0050,-0.0020
,-0.0210,-0.0010,-0.0480,0.2060,-0.0330,0.0030,-0.0010
,-0.0220,-0.0010,-0.0460,0.2060,-0.0320,0.0020,-0.0010
,-0.0230,-0.0010,-0.0440,0.2060,-0.0320,0.0000,-0.0010
,-0.0240,-0.0010,-0.0430,0.2050,-0.0320,-0.0020,-0.0010
,-0.0250,-0.0010,-0.0410,0.2050,-0.0310,-0.0040,-0.0010
,-0.0260,-0.0010,-0.0390,0.2050,-0.0310,-0.0060,-0.0010
,-0.0270,-0.0010,-0.0380,0.2050,-0.0310,-0.0080,-0.0010
,-0.0280,-0.0010,-0.0370,0.2050,-0.0300,-0.0100,-0.0010
,-0.0290,-0.0020,-0.0360,0.2050,-0.0300,-0.0120,-0.0020
,-0.0300,-0.0020,-0.0350,0.2050,-0.0300,-0.0130,-0.0020
,-0.0300,-0.0020,-0.0340,0.2060,-0.0290,-0.0150,-0.0020
,-0.0310,-0.0020,-0.0340,0.2060,-0.0290,-0.0170,-0.0020
,-0.0310,-0.0020,-0.0340,0.2060,-0.0280,-0.0180,-0.0020
,-0.0310,-0.0020,-0.0340,0.2060,-0.0280,-0.0190,-0.0020
,-0.0310,-0.0030,-0.0340,0.2050,-0.0280,-0.0200,-0.0030
,-0.0310,-0.0030,-0.0350,0.2050,-0.0270,-0.0210,-0.0030
,-0.0310,-0.0030,-0.0350,0.2050,-0.0270,-0.0220,-0.0030
,-0.0310,-0.0030,-0.0360,0.2040,-0.0270,-0.0220,-0.0030
,-0.0310,-0.0030,-0.0380,0.2030,-0.0260,-0.0220,-0.0030
,-0.0310,-0.0030,-0.0390,0.2020,-0.0260,-0.0220,-0.0030
,-0.0300,-0.0030,-0.0400,0.2010,-0.0260,-0.0210,-0.0030
